ID,Pred
2019_1101_1113,0.6166559829059828
2019_1101_1120,0.39525000000000005
2019_1101_1124,0.590607476635514
2019_1101_1125,0.34055451127819547
2019_1101_1133,0.7699699999999999
2019_1101_1138,0.21723564954682778
2019_1101_1153,0.2933837579617834
2019_1101_1159,0.57014
2019_1101_1181,0.15818385650224215
2019_1101_1192,0.754223107569721
2019_1101_1196,0.7778111111111111
2019_1101_1199,0.2973719676549865
2019_1101_1205,0.6865836653386455
2019_1101_1209,0.5814156626506024
2019_1101_1211,0.1254035874439462
2019_1101_1222,0.14230329949238574
2019_1101_1233,0.8136653386454182
2019_1101_1234,0.5995777777777777
2019_1101_1235,0.4924622356495468
2019_1101_1242,0.34586927223719677
2019_1101_1243,0.3094676549865229
2019_1101_1246,0.2044272076372315
2019_1101_1251,0.4341698841698841
2019_1101_1257,0.6414650537634408
2019_1101_1261,0.22362309644670053
2019_1101_1266,0.37065000000000003
2019_1101_1268,0.39549848942598187
2019_1101_1276,0.20320405727923624
2019_1101_1277,0.20211813842482096
2019_1101_1278,0.6677888888888889
2019_1101_1279,0.5916417910447762
2019_1101_1280,0.38905714285714293
2019_1101_1285,0.56392
2019_1101_1293,0.29117760617760613
2019_1101_1295,0.8313545816733068
2019_1101_1297,0.46547808764940235
2019_1101_1300,0.8818625498007968
2019_1101_1305,0.2227547770700637
2019_1101_1308,0.3193918918918919
2019_1101_1314,0.1778307174887892
2019_1101_1318,0.6063922764227642
2019_1101_1326,0.7515598290598291
2019_1101_1328,0.708890186915888
2019_1101_1330,0.5346787148594377
2019_1101_1332,0.6566597510373443
2019_1101_1341,0.7687051792828685
2019_1101_1345,0.2811230964467005
2019_1101_1371,0.6655444444444444
2019_1101_1385,0.6594978632478632
2019_1101_1387,0.7267987804878049
2019_1101_1388,0.6112286324786326
2019_1101_1393,0.5961069651741294
2019_1101_1396,0.5265491452991452
2019_1101_1397,0.1655787589498806
2019_1101_1403,0.21734771573604061
2019_1101_1414,0.3426968503937008
2019_1101_1416,0.4191608391608392
2019_1101_1429,0.33582775919732444
2019_1101_1433,0.3616889632107024
2019_1101_1436,0.38421259842519684
2019_1101_1437,0.423987915407855
2019_1101_1438,0.10517937219730944
2019_1101_1439,0.31373315363881404
2019_1101_1449,0.3670891608391609
2019_1101_1458,0.35681428571428575
2019_1101_1459,0.24392515923566876
2019_1101_1463,0.5209538152610441
2019_1113_1120,0.360201048951049
2019_1113_1124,0.5039329268292683
2019_1113_1125,0.24328000000000005
2019_1113_1133,0.6752161654135339
2019_1113_1138,0.1690363636363636
2019_1113_1153,0.23326127819548875
2019_1113_1159,0.45800213675213675
2019_1113_1181,0.12996428571428575
2019_1113_1192,0.6666181818181819
2019_1113_1196,0.6923393574297189
2019_1113_1199,0.2582357859531773
2019_1113_1205,0.5927272727272728
2019_1113_1209,0.4582261410788382
2019_1113_1211,0.10013571428571433
2019_1113_1222,0.11191878980891717
2019_1113_1233,0.7371363636363636
2019_1113_1234,0.49902390438247013
2019_1113_1235,0.4678
2019_1113_1242,0.312433110367893
2019_1113_1243,0.2713545150501672
2019_1113_1246,0.17198640483383681
2019_1113_1251,0.3175100401606426
2019_1113_1257,0.5818696581196581
2019_1113_1261,0.18742834394904462
2019_1113_1266,0.3312674825174825
2019_1113_1268,0.34858181818181816
2019_1113_1276,0.17078549848942598
2019_1113_1277,0.1697129909365559
2019_1113_1278,0.568433734939759
2019_1113_1279,0.5191701244813278
2019_1113_1280,0.3528146853146853
2019_1113_1285,0.4513888888888889
2019_1113_1293,0.19717871485943778
2019_1113_1295,0.7592181818181818
2019_1113_1297,0.344097510373444
2019_1113_1300,0.8253090909090909
2019_1113_1305,0.1693327067669173
2019_1113_1308,0.2194879518072289
2019_1113_1314,0.1486857142857143
2019_1113_1318,0.47996951219512196
2019_1113_1326,0.65122
2019_1113_1328,0.6242479674796748
2019_1113_1330,0.4105290456431535
2019_1113_1332,0.5353386454183268
2019_1113_1341,0.6833
2019_1113_1345,0.24710987261146494
2019_1113_1371,0.5660642570281125
2019_1113_1385,0.54738
2019_1113_1387,0.6123031496062992
2019_1113_1388,0.49723
2019_1113_1393,0.5233817427385891
2019_1113_1396,0.41552
2019_1113_1397,0.1348262839879154
2019_1113_1403,0.18125796178343945
2019_1113_1414,0.23584349593495935
2019_1113_1416,0.337244094488189
2019_1113_1429,0.2656756756756756
2019_1113_1433,0.29086872586872586
2019_1113_1436,0.2702540650406504
2019_1113_1437,0.3817818181818182
2019_1113_1438,0.08254999999999996
2019_1113_1439,0.2760451505016722
